Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.9600	0.9062	
PUBLICK	1.0000	1.0000	
COMPANY,	0.8000	0.9151	
INDEPENDANT	1.0000	1.0000	
STEWARTS	0.0000	0.0022	
LITTLE	1.0000	1.0000	
PROCEED	1.0000	1.0000	
BOOK	1.0000	1.0000	
OTHER	1.0000	1.0000	
BREECHES;	1.0000	1.0000	
HARBOURING	1.0000	1.0000	
RIVAL	1.0000	1.0000	
SOME	1.0000	1.0000	
IMMEDIATELY.	1.0000	1.0000	
UNDER	1.0000	1.0000	
COPY	1.0000	1.0000	
INTO	1.0000	1.0000	
5TH	1.0000	1.0000	
A	1.0000	0.8915	
ROKEE	1.0000	1.0000	
DEAD,	1.0000	1.0000	
REPRESENTED	1.0000	1.0000	
DELIVER	1.0000	1.0000	
ANY	1.0000	1.0000	
BELOW;	1.0000	1.0000	
PARTY,	1.0000	1.0000	
TEN	1.0000	1.0000	
KNEW	1.0000	1.0000	
MOST	1.0000	1.0000	
PATTERSONS	1.0000	1.0000	
5TH.	1.0000	1.0000	
WHO	1.0000	1.0000	
FEW	1.0000	0.5000	
1755	0.5000	0.3929	
ADVISABLE	1.0000	1.0000	
MONEY	1.0000	1.0000	
THESE	1.0000	1.0000	
ISSUE	1.0000	1.0000	
PRESENT,	1.0000	1.0000	
CHIEF	1.0000	1.0000	
SUSTAINED	1.0000	1.0000	
SUPPLY	1.0000	1.0000	
GAGE	1.0000	1.0000	
DESIRE	1.0000	1.0000	
PLACE	1.0000	1.0000	
OMINOUS.	1.0000	1.0000	
HONOR	1.0000	1.0000	
THERE.	1.0000	0.3333	
EXAMINATION	1.0000	1.0000	
ALLEN	1.0000	1.0000	
PARTY	1.0000	1.0000	
QUARTERED	1.0000	1.0000	
COMMONALTY	1.0000	1.0000	
BOOK,	1.0000	1.0000	
MAKING	1.0000	1.0000	
HAS	1.0000	1.0000	
ME	1.0000	0.8042	
RECRUI-	0.0000	0.0556	
OUR	1.0000	1.0000	
N.B.	1.0000	1.0000	
CUMBERLAND	1.0000	1.0000	
FOLLOWING	1.0000	1.0000	
WILLIAMSBURGH	1.0000	1.0000	
ENCREASED,	1.0000	1.0000	
SHAW,	1.0000	0.2500	
FLEMING,	1.0000	1.0000	
SERGEANT,	1.0000	1.0000	
ATTENDANCE	1.0000	1.0000	
COLONEL	1.0000	1.0000	
CHARGE	1.0000	1.0000	
NOW	1.0000	1.0000	
MEN,	1.0000	1.0000	
277.	1.0000	0.5000	
RIDING	1.0000	1.0000	
SALTED.	1.0000	1.0000	
ON	1.0000	1.0000	
GREATER	1.0000	1.0000	
VESSEL	1.0000	1.0000	
LIEUTENANT	1.0000	1.0000	
EACH	1.0000	1.0000	
FICIENT	1.0000	1.0000	
EXPECTED	1.0000	1.0000	
CAN	1.0000	1.0000	
CONCEIVE,	1.0000	1.0000	
PROPERLY	1.0000	1.0000	
ME.	0.0000	0.0167	
P.S.	0.0000	0.1667	
FUL	1.0000	1.0000	
DIRECTED	1.0000	1.0000	
JOHN	1.0000	1.0000	
MANY	1.0000	1.0000	
IN	1.0000	0.9901	
DAY	1.0000	1.0000	
LEFT	1.0000	1.0000	
FOR	1.0000	1.0000	
HALT	1.0000	1.0000	
ARRIVE	1.0000	1.0000	
YOU	1.0000	0.9900	
CLO-	1.0000	0.5000	
300.	1.0000	0.2000	
DISCIPLINE,	1.0000	1.0000	
CON-	1.0000	1.0000	
KING.	1.0000	1.0000	
TER;	1.0000	1.0000	
SALT.	1.0000	1.0000	
THOUSAND	1.0000	1.0000	
28TH	1.0000	1.0000	
COUNT	1.0000	1.0000	
MYSELF.	0.0000	0.1429	
CATTLE	1.0000	1.0000	
INSTRUCTIONS.	1.0000	1.0000	
EVERY	1.0000	1.0000	
DAG-	1.0000	1.0000	
WE	1.0000	1.0000	
29TH.	1.0000	1.0000	
EN-	1.0000	1.0000	
EVILS,	0.0000	0.0435	
DIRECTING	1.0000	1.0000	
HONOUR	1.0000	0.8333	
COUNTRY	1.0000	0.5000	
TRADE,	1.0000	1.0000	
HATS	1.0000	0.2500	
CAPTAINS	1.0000	0.5000	
SEE-	1.0000	1.0000	
AT	1.0000	1.0000	
WRITTEN	1.0000	1.0000	
TOOLS,	1.0000	1.0000	
LAY	1.0000	1.0000	
STOCKING,	1.0000	1.0000	
BRONAUGH,	1.0000	1.0000	
DONE	1.0000	1.0000	
NICHOLAS	1.0000	1.0000	
BEEF;	1.0000	1.0000	
PAY	1.0000	1.0000	
AM	1.0000	1.0000	
SPECT	1.0000	1.0000	
CARE	1.0000	0.5000	
CIRCUM-	1.0000	1.0000	
ALSO.	1.0000	1.0000	
ACT;	1.0000	1.0000	
CAN;	0.0000	0.1667	
HIM,	1.0000	0.5000	
NEXT	1.0000	1.0000	
ONCE	1.0000	1.0000	
TO	1.0000	0.9884	
CARRY.	1.0000	1.0000	
HIS	1.0000	1.0000	
HONOUR,	1.0000	0.3333	
INTEN-	1.0000	1.0000	
WHETHER	1.0000	1.0000	
IT:	1.0000	0.2500	
CAN.	1.0000	0.5000	
REASONABLE	1.0000	1.0000	
HONOURED	1.0000	1.0000	
WAY,	1.0000	1.0000	
FREDERICKSBURGH	1.0000	1.0000	
BREAD;	1.0000	1.0000	
WASHINGTON,	1.0000	1.0000	
CUMBERLAND,	1.0000	0.5000	
COMPLETELY	1.0000	1.0000	
SUB-	0.0000	0.0270	
AND	1.0000	0.9989	
COMPLAINED	1.0000	1.0000	
DOWN,	1.0000	1.0000	
TIME,	1.0000	0.5833	
MADE	1.0000	1.0000	
BOYD,	1.0000	1.0000	
BE	1.0000	0.9434	
APPEAR	1.0000	1.0000	
OCTOBER	1.0000	1.0000	
1ST.	1.0000	1.0000	
