Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.9180	0.8664	
PUBLICK	1.0000	1.0000	
COMPANY,	0.8000	0.9484	
INDEPENDANT	1.0000	1.0000	
STEWARTS	0.0000	0.0092	
LITTLE	1.0000	1.0000	
PROCEED	1.0000	1.0000	
BOOK	1.0000	0.5000	
OTHER	1.0000	1.0000	
BREECHES;	1.0000	1.0000	
HARBOURING	1.0000	1.0000	
RIVAL	1.0000	1.0000	
SOME	1.0000	1.0000	
IMMEDIATELY.	1.0000	1.0000	
UNDER	1.0000	1.0000	
COPY	1.0000	1.0000	
INTO	1.0000	1.0000	
5TH	1.0000	0.2500	
A	0.8000	0.8211	
ROKEE	1.0000	1.0000	
DEAD,	1.0000	1.0000	
REPRESENTED	1.0000	1.0000	
DELIVER	1.0000	1.0000	
ANY	1.0000	1.0000	
BELOW;	1.0000	1.0000	
PARTY,	1.0000	1.0000	
TEN	0.7500	0.9167	
KNEW	1.0000	1.0000	
PATTERSONS	1.0000	1.0000	
MOST	1.0000	1.0000	
5TH.	0.0000	0.0323	
WHO	0.7500	0.8269	
FEW	1.0000	1.0000	
1755	0.5000	0.4167	
ADVISABLE	1.0000	1.0000	
MONEY	1.0000	1.0000	
THESE	1.0000	1.0000	
ISSUE	1.0000	1.0000	
PRESENT,	1.0000	1.0000	
CHIEF	1.0000	1.0000	
SUSTAINED	1.0000	1.0000	
SUPPLY	1.0000	1.0000	
GAGE	1.0000	1.0000	
DESIRE	1.0000	1.0000	
PLACE	1.0000	1.0000	
OMINOUS.	1.0000	1.0000	
HONOR	1.0000	1.0000	
THERE.	1.0000	0.2500	
EXAMINATION	1.0000	1.0000	
ALLEN	1.0000	0.3333	
PARTY	1.0000	1.0000	
QUARTERED	1.0000	1.0000	
COMMONALTY	1.0000	1.0000	
BOOK,	1.0000	1.0000	
MAKING	1.0000	0.3333	
HAS	0.6667	0.6806	
ME	1.0000	0.8875	
RECRUI-	0.0000	0.1000	
OUR	1.0000	1.0000	
N.B.	1.0000	1.0000	
CUMBERLAND	1.0000	0.5000	
FOLLOWING	1.0000	1.0000	
WILLIAMSBURGH	1.0000	1.0000	
ENCREASED,	1.0000	1.0000	
SHAW,	1.0000	1.0000	
FLEMING,	1.0000	1.0000	
SERGEANT,	1.0000	1.0000	
ATTENDANCE	1.0000	1.0000	
COLONEL	1.0000	1.0000	
CHARGE	1.0000	1.0000	
NOW	1.0000	1.0000	
MEN,	1.0000	0.5000	
277.	1.0000	1.0000	
RIDING	1.0000	1.0000	
SALTED.	1.0000	1.0000	
ON	1.0000	1.0000	
VESSEL	1.0000	0.2500	
GREATER	1.0000	1.0000	
LIEUTENANT	1.0000	1.0000	
EACH	1.0000	1.0000	
FICIENT	1.0000	1.0000	
EXPECTED	1.0000	1.0000	
CAN	1.0000	1.0000	
CONCEIVE,	1.0000	1.0000	
PROPERLY	1.0000	1.0000	
ME.	0.0000	0.0063	
P.S.	0.0000	0.0909	
FUL	1.0000	1.0000	
DIRECTED	1.0000	1.0000	
JOHN	1.0000	1.0000	
MANY	1.0000	1.0000	
IN	1.0000	0.8388	
DAY	1.0000	1.0000	
LEFT	1.0000	1.0000	
FOR	1.0000	0.9944	
HALT	1.0000	1.0000	
ARRIVE	1.0000	0.3333	
YOU	1.0000	0.9342	
CLO-	1.0000	1.0000	
300.	0.0000	0.0294	
DISCIPLINE,	1.0000	1.0000	
CON-	1.0000	1.0000	
KING.	0.0000	0.0667	
TER;	1.0000	1.0000	
SALT.	1.0000	0.5000	
THOUSAND	1.0000	1.0000	
28TH	0.0000	0.0625	
COUNT	1.0000	1.0000	
MYSELF.	1.0000	1.0000	
CATTLE	1.0000	1.0000	
INSTRUCTIONS.	1.0000	0.9167	
EVERY	1.0000	1.0000	
DAG-	1.0000	1.0000	
WE	1.0000	0.8875	
29TH.	0.5000	0.5400	
EN-	0.0000	0.0833	
EVILS,	0.0000	0.1429	
DIRECTING	1.0000	1.0000	
HONOUR	1.0000	0.7500	
COUNTRY	1.0000	0.5000	
TRADE,	1.0000	1.0000	
HATS	0.0000	0.0222	
CAPTAINS	1.0000	1.0000	
SEE-	1.0000	1.0000	
AT	1.0000	1.0000	
WRITTEN	1.0000	1.0000	
TOOLS,	1.0000	1.0000	
LAY	1.0000	1.0000	
STOCKING,	1.0000	1.0000	
BRONAUGH,	1.0000	1.0000	
DONE	1.0000	1.0000	
NICHOLAS	1.0000	1.0000	
BEEF;	1.0000	1.0000	
PAY	1.0000	1.0000	
AM	1.0000	1.0000	
SPECT	1.0000	1.0000	
CARE	1.0000	1.0000	
CIRCUM-	1.0000	1.0000	
ALSO.	1.0000	0.5000	
ACT;	1.0000	1.0000	
CAN;	1.0000	0.5000	
HIM,	1.0000	1.0000	
NEXT	1.0000	1.0000	
ONCE	1.0000	1.0000	
TO	1.0000	0.9722	
CARRY.	1.0000	1.0000	
HIS	1.0000	1.0000	
HONOUR,	1.0000	0.5000	
INTEN-	1.0000	1.0000	
WHETHER	1.0000	1.0000	
IT:	0.0000	0.0099	
CAN.	1.0000	1.0000	
REASONABLE	1.0000	1.0000	
HONOURED	1.0000	1.0000	
WAY,	1.0000	1.0000	
FREDERICKSBURGH	1.0000	1.0000	
BREAD;	1.0000	1.0000	
WASHINGTON,	1.0000	1.0000	
CUMBERLAND,	1.0000	1.0000	
COMPLETELY	1.0000	1.0000	
SUB-	1.0000	1.0000	
AND	1.0000	0.9933	
COMPLAINED	1.0000	1.0000	
DOWN,	1.0000	0.5000	
TIME,	0.5000	0.3611	
MADE	1.0000	1.0000	
BOYD,	1.0000	1.0000	
BE	1.0000	0.9429	
APPEAR	1.0000	1.0000	
OCTOBER	1.0000	1.0000	
1ST.	0.5000	0.1402	
REVIEW	1.0000	1.0000	
DECEMBER	1.0000	1.0000	
11TH.	0.0000	0.0114	
&C.	0.4000	0.3407	
IM-	1.0000	1.0000	
CARRY	1.0000	0.8333	
IF	1.0000	0.8839	
SHOULD	1.0000	1.0000	
MAY	1.0000	0.5000	
BURGH,	1.0000	1.0000	
DO	1.0000	1.0000	
NO	1.0000	1.0000	
MEN.	0.0000	0.1667	
10TH	1.0000	1.0000	
ORDERS	0.6000	0.7490	
BEST	1.0000	1.0000	
WORK.	1.0000	1.0000	
ORDERED,	0.6667	0.8333	
GOLD	1.0000	1.0000	
FIRST	1.0000	1.0000	
ROBERT	1.0000	1.0000	
WILPER,	1.0000	0.5000	
REPAIR	1.0000	1.0000	
HERE	0.8000	0.8909	
TEACHING	1.0000	1.0000	
STEWART,	1.0000	1.0000	
WITH	0.8000	0.9267	
LEAVE	1.0000	1.0000	
COM-	1.0000	0.8333	
CAPTAINS'	1.0000	0.5000	
BEING	1.0000	1.0000	
IMPATIENTLY	1.0000	1.0000	
TRIDGES.	1.0000	1.0000	
CLOTHING	1.0000	1.0000	
LARGE	1.0000	1.0000	
MUST	1.0000	1.0000	
MARCH,	1.0000	0.3333	
PENCE	1.0000	1.0000	
MEN	1.0000	0.9167	
SEND	1.0000	1.0000	
APPLY,	1.0000	0.3333	
INTO.	1.0000	1.0000	
MEET	1.0000	1.0000	
DIRECTIONS	1.0000	1.0000	
ACT	0.0000	0.0435	
THAT	1.0000	1.0000	
PART	1.0000	1.0000	
MARCH	1.0000	0.8333	
AS	1.0000	0.9685	
SILVER:	1.0000	1.0000	
LAW	0.0000	0.1429	
PROPER	1.0000	1.0000	
THINK	0.0000	0.0526	
DUTY	1.0000	1.0000	
ILL,	1.0000	1.0000	
GREAT	1.0000	1.0000	
QUANTITY	1.0000	1.0000	
WHERE	0.5000	0.5009	
16,	0.0000	0.0417	
REGIMENT,	1.0000	0.3333	
REMAINS	1.0000	1.0000	
YET	1.0000	1.0000	
309.	0.0000	0.0500	
ELEVEN	1.0000	1.0000	
IMMEDI-	1.0000	0.5000	
WILL	1.0000	1.0000	
SENT,	1.0000	0.5000	
ALTERNS	1.0000	1.0000	
PAYING	1.0000	1.0000	
READINESS	1.0000	1.0000	
ARRIVED:	1.0000	1.0000	
PETER	1.0000	1.0000	
NOT	0.7500	0.8409	
COUNTRY,	1.0000	1.0000	
ATELY	1.0000	1.0000	
SORE	1.0000	1.0000	
BY	1.0000	1.0000	
OFF	0.0000	0.1429	
PLACE,	1.0000	1.0000	
YOUR	1.0000	0.8906	
MARK,	1.0000	1.0000	
PRAY	0.0000	0.0769	
HAVE,	1.0000	0.5000	
DIRECT	1.0000	1.0000	
WAS	1.0000	1.0000	
FORE	1.0000	1.0000	
MAJOR,	0.0000	0.0049	
NECESSARY	1.0000	0.8333	
WHAT	1.0000	1.0000	
WILPER	1.0000	0.8333	
REMAIN	1.0000	1.0000	
USE	1.0000	1.0000	
THEM.	1.0000	0.5000	
THAN	1.0000	1.0000	
TWO	0.5000	0.6667	
TOBER	1.0000	1.0000	
ENSIGN	1.0000	1.0000	
HOUSE	1.0000	1.0000	
IN,	1.0000	0.5000	
RENDEZVOUSING	1.0000	1.0000	
BALANCE	1.0000	1.0000	
SOLDIER	1.0000	1.0000	
APPLY	1.0000	1.0000	
COMPANY;	1.0000	0.2500	
HEREBY	1.0000	1.0000	
THOSE	1.0000	1.0000	
ENLISTED	1.0000	1.0000	
OVER	1.0000	1.0000	
ARMS	1.0000	1.0000	
SURGEON,	1.0000	1.0000	
ENTER	1.0000	1.0000	
COMMITTEE;	1.0000	1.0000	
CENTI-	1.0000	1.0000	
SENT	1.0000	0.8875	
WAGGENER	1.0000	1.0000	
HONOURS	1.0000	0.5000	
APPOINTED.	1.0000	1.0000	
TAR-	1.0000	1.0000	
SUBALTERN,	1.0000	1.0000	
DE	1.0000	1.0000	
BERLAND,	1.0000	1.0000	
16TH.	0.0000	0.0385	
STORE.	1.0000	0.5000	
RECEIVE	1.0000	1.0000	
KNOW,	0.0000	0.1250	
FORT	1.0000	0.9167	
COMPA-	1.0000	1.0000	
IMMEDIATELY	1.0000	0.5000	
ARRIVED	1.0000	0.5000	
270.	1.0000	0.5000	
SUITS	1.0000	1.0000	
THERE	0.5000	0.6111	
GENERAL	1.0000	1.0000	
KEEPING	1.0000	1.0000	
17TH.	0.0000	0.0323	
BELIEVE	1.0000	1.0000	
OFFERS,	1.0000	1.0000	
EIGHT	1.0000	1.0000	
FORWARD	1.0000	1.0000	
DISPATCH	1.0000	1.0000	
IT	1.0000	0.9599	
INFORMING	1.0000	1.0000	
TWELVE	1.0000	1.0000	
WILLIAMS,	1.0000	1.0000	
SOLUTE	1.0000	1.0000	
VIRGINIA	1.0000	1.0000	
MR.	0.0000	0.0133	
PENNSYLVANIA	1.0000	1.0000	
SOON	1.0000	0.8056	
DELIVERED	1.0000	1.0000	
DOCTOR	1.0000	1.0000	
POUNDS;	1.0000	1.0000	
RECEIPT	1.0000	1.0000	
RAISE	1.0000	1.0000	
ORDERS.	1.0000	0.7000	
GLADLY	1.0000	1.0000	
I	0.2000	0.0347	
THIS,	0.0000	0.0238	
PAIR	1.0000	1.0000	
ALSO	1.0000	1.0000	
SUPPORT	1.0000	1.0000	
GOOD	1.0000	1.0000	
RECRUITS	1.0000	1.0000	
WERE	1.0000	0.8333	
22D.	1.0000	0.5000	
SMALL	1.0000	1.0000	
BE,	1.0000	0.5000	
HIM	1.0000	1.0000	
MILITARY	1.0000	1.0000	
DOWN	1.0000	1.0000	
ORDER.	1.0000	1.0000	
WAIT	0.0000	0.1429	
WHEN	1.0000	1.0000	
PLAN	1.0000	1.0000	
HOSPITAL,	1.0000	1.0000	
TOOLS	1.0000	0.5000	
WAITING	1.0000	1.0000	
WROTE	1.0000	1.0000	
OUGHT	1.0000	1.0000	
WHICH	1.0000	1.0000	
MERCER	1.0000	1.0000	
OFFICERS	1.0000	1.0000	
WAGGONERS	1.0000	1.0000	
MENT;	1.0000	1.0000	
MANUAL	1.0000	1.0000	
DE-	0.0000	0.1250	
ALL	0.8000	0.8370	
THERE-	1.0000	0.3333	
GOOSE	1.0000	1.0000	
OFTEN	1.0000	1.0000	
HUNDRED	1.0000	1.0000	
SEEING	1.0000	1.0000	
WAGGONS	1.0000	1.0000	
DESER-	1.0000	1.0000	
NINE	1.0000	1.0000	
DICK	1.0000	1.0000	
THIS	1.0000	0.9103	
GRAIN	1.0000	1.0000	
ACCOUNT,	1.0000	1.0000	
ABOVE,	1.0000	1.0000	
RECEIVED	1.0000	1.0000	
CAROLINA:	1.0000	1.0000	
POVERTY;	1.0000	1.0000	
TREASURER	1.0000	1.0000	
A,	0.0000	0.0370	
THEY	1.0000	1.0000	
RENDEZVOUS	1.0000	1.0000	
CASE	1.0000	1.0000	
TING;	1.0000	1.0000	
IS	1.0000	0.8759	
OR	0.8000	0.8389	
ANOTHER	1.0000	1.0000	
RECRUIT	1.0000	0.5000	
SECURE	1.0000	1.0000	
REASMERS	1.0000	1.0000	
IN-	0.0000	0.0029	
ENTIRELY	1.0000	1.0000	
APPREHENDED	1.0000	1.0000	
PURCHASING	1.0000	1.0000	
WANTED	1.0000	1.0000	
CONVEYANCE	1.0000	1.0000	
UNTIL	1.0000	1.0000	
UPON	1.0000	1.0000	
TWENTY	1.0000	1.0000	
TAKING	1.0000	1.0000	
FURNISH,	1.0000	1.0000	
OFFICE,	0.0000	0.1667	
YOURSELF	1.0000	0.5833	
WITH.	1.0000	1.0000	
AID	0.7500	0.9167	
STORE:	1.0000	1.0000	
GREAT-	1.0000	0.5000	
KIND	1.0000	1.0000	
HOW	1.0000	1.0000	
MAN	1.0000	1.0000	
SION	1.0000	1.0000	
COMMISSIONED	1.0000	1.0000	
FORT;	1.0000	1.0000	
HAD	1.0000	1.0000	
OFFICER	1.0000	1.0000	
ORDERED	0.7500	0.8542	
COMPLIED	1.0000	1.0000	
SERGEANT	1.0000	1.0000	
PRETENCE,	1.0000	0.5000	
TAIN	1.0000	1.0000	
ARRIVE,	1.0000	1.0000	
RECRUITING	1.0000	1.0000	
SAFE	1.0000	1.0000	
GENE-	1.0000	1.0000	
SHALL	1.0000	1.0000	
APPLYING	1.0000	1.0000	
REGIMENT.	1.0000	1.0000	
UP	1.0000	1.0000	
PURSUING	1.0000	1.0000	
ARRIVES,	1.0000	1.0000	
SAFETY:	1.0000	1.0000	
WANT	1.0000	1.0000	
GLAD	1.0000	1.0000	
LETTERS,	0.5000	0.4405	
ASSEMBLY	1.0000	1.0000	
BARRACKS	1.0000	1.0000	
MAND.	1.0000	1.0000	
BEEVES	1.0000	1.0000	
SALT	1.0000	1.0000	
ONLY	1.0000	1.0000	
LOSSES	1.0000	1.0000	
CHURCH	1.0000	1.0000	
DALTON	1.0000	1.0000	
YOURSELF,	1.0000	1.0000	
WANTING	1.0000	1.0000	
ALEXANDRIA	1.0000	1.0000	
COMPANIES,	1.0000	1.0000	
RER	1.0000	1.0000	
REGIMENT	1.0000	0.7500	
G.W.	1.0000	1.0000	
COMPLETE	1.0000	1.0000	
31ST.	1.0000	1.0000	
DISPOSITIONS,	1.0000	1.0000	
VERY	1.0000	0.9500	
LETTERS	0.7500	0.7708	
SOLDIERS;	1.0000	1.0000	
MAKE	1.0000	1.0000	
HOUSES	1.0000	1.0000	
MOUNT	1.0000	1.0000	
NECESSARIES	1.0000	1.0000	
P.	1.0000	0.8333	
MEN;	0.0000	0.1250	
WHILE	1.0000	1.0000	
BETTER	1.0000	1.0000	
GET	1.0000	1.0000	
FERGUSON	1.0000	1.0000	
OBLIGED	1.0000	1.0000	
FROM	1.0000	1.0000	
TUALLY	1.0000	1.0000	
COURT	1.0000	1.0000	
NEAR	1.0000	1.0000	
BEARER,	1.0000	0.5000	
TAKE	1.0000	1.0000	
THEIR	1.0000	1.0000	
IGNORANCE	1.0000	1.0000	
JUDGE	1.0000	1.0000	
CARE-	1.0000	1.0000	
DECEMR.	0.0000	0.1250	
UTMOST	1.0000	1.0000	
1755.	0.6000	0.5923	
ED	1.0000	1.0000	
WINCHESTER,	1.0000	1.0000	
TIME:	1.0000	1.0000	
RENDEZ-	1.0000	1.0000	
SAID	1.0000	1.0000	
SEVERAL	1.0000	1.0000	
THE	1.0000	0.9994	
WAGGON	1.0000	1.0000	
SEE	1.0000	1.0000	
SHORT,	1.0000	1.0000	
HAND	1.0000	1.0000	
PAID	1.0000	1.0000	
CAME	1.0000	1.0000	
WHATEVER	1.0000	1.0000	
CUMBERLAND;	1.0000	0.5000	
ALEXANDRI-	1.0000	0.3333	
TOWN,	1.0000	1.0000	
QUARTER	1.0000	1.0000	
HE	1.0000	1.0000	
SHOES	1.0000	1.0000	
EMBRACE	1.0000	1.0000	
INSTRUCTIONS	1.0000	0.2500	
LEAST	1.0000	1.0000	
OF	1.0000	0.9896	
RETURNS	1.0000	1.0000	
AC-	1.0000	0.5833	
EXPEDITIOUSLY	1.0000	1.0000	
DIE,	1.0000	1.0000	
PROVISIONS,	1.0000	1.0000	
ARE	1.0000	0.9765	
THEM,	1.0000	0.6389	
GIVEN	1.0000	0.9583	
SO	1.0000	1.0000	
WOULD	1.0000	1.0000	
GEORGE	1.0000	1.0000	
ELSE.	1.0000	1.0000	
BUSHEL	1.0000	1.0000	
CAROLINA	1.0000	0.5000	
AFTER	1.0000	1.0000	
CONTRACTED	1.0000	1.0000	
NECESSARY,	1.0000	0.5000	
ORDER	1.0000	1.0000	
CLAUSE	1.0000	1.0000	
YOU;	1.0000	0.3333	
GREATLY	1.0000	1.0000	
TRACTED	1.0000	1.0000	
HAVE	1.0000	0.9762	
SLIP	1.0000	1.0000	
WARRANTS,	1.0000	1.0000	
ABOUT	1.0000	1.0000	
THEN	1.0000	1.0000	
RETURN	1.0000	0.8333	
EX-	1.0000	1.0000	
WAISTCOATS,	1.0000	1.0000	
CAPTAIN	0.8000	0.8556	
KNOW	1.0000	1.0000	
RELIEVED	1.0000	1.0000	
ALLOWED.	1.0000	1.0000	
SUCH	1.0000	1.0000	
