Setting the Overlap Threshold to 0.5
Reading Relevance Judgment XML File...SUCCESS!
Reading Results XML File...SUCCESS!
Calculating the Evaluation Metrics...
Result Output:
Query	P@5	MAP	
ALL	0.8125	0.7168	
PUBLICK	1.0000	1.0000	
COMPANY,	0.8000	0.8734	
INDEPENDANT	1.0000	1.0000	
STEWARTS	0.0000	0.0026	
LITTLE	1.0000	1.0000	
PROCEED	1.0000	1.0000	
BOOK	1.0000	0.5000	
OTHER	1.0000	1.0000	
BREECHES;	1.0000	1.0000	
HARBOURING	1.0000	1.0000	
RIVAL	1.0000	1.0000	
SOME	1.0000	1.0000	
IMMEDIATELY.	1.0000	1.0000	
UNDER	0.7500	0.7153	
COPY	1.0000	1.0000	
INTO	0.0000	0.0263	
5TH	1.0000	1.0000	
A	0.8000	0.7254	
ROKEE	0.0000	0.1429	
DEAD,	1.0000	1.0000	
REPRESENTED	1.0000	1.0000	
DELIVER	1.0000	1.0000	
ANY	1.0000	1.0000	
BELOW;	1.0000	1.0000	
PARTY,	0.0000	0.0435	
TEN	0.2500	0.2401	
KNEW	1.0000	1.0000	
MOST	1.0000	0.3333	
PATTERSONS	1.0000	1.0000	
5TH.	0.0000	0.1250	
WHO	0.7500	0.8088	
FEW	1.0000	1.0000	
1755	1.0000	0.5833	
ADVISABLE	1.0000	1.0000	
MONEY	1.0000	1.0000	
THESE	1.0000	1.0000	
ISSUE	0.0000	0.0714	
PRESENT,	1.0000	1.0000	
CHIEF	1.0000	1.0000	
SUSTAINED	1.0000	1.0000	
SUPPLY	1.0000	1.0000	
GAGE	1.0000	1.0000	
DESIRE	1.0000	1.0000	
PLACE	1.0000	0.5000	
OMINOUS.	1.0000	1.0000	
HONOR	1.0000	1.0000	
THERE.	1.0000	1.0000	
EXAMINATION	1.0000	1.0000	
ALLEN	0.0000	0.0333	
PARTY	0.0000	0.1250	
QUARTERED	1.0000	1.0000	
COMMONALTY	1.0000	1.0000	
MAKING	1.0000	0.5000	
BOOK,	0.0000	0.0313	
